Year,Agency Name,Name of Donor (Individual or Firm),Value of Donation,Agency Category,Donation Type,Unique Identifier,Gender,Age,Education Level,Employment Status,Internet Access,Marital Status,Ethnicity,Location
2022,Cultural Affairs (Department of),Plant Specialists,9000.0,Cultural Affairs,In-Kind Donation,DONOR_3097,Male,44.0,Masters Level,Full-Time,Yes,Single,Black or African American,Urban
2022,Cultural Affairs (Department of),Plant Specialists,14400.0,Cultural Affairs,In-Kind Donation,DONOR_3097,Male,44.0,Masters Level,Full-Time,Yes,Single,Black or African American,Urban
2022,Cultural Affairs (Department of),Plant Specialists,5000.0,Cultural Affairs,In-Kind Donation,DONOR_3097,Male,44.0,Masters Level,Full-Time,Yes,Single,Black or African American,Urban
2022,Cultural Affairs (Department of),Plant Specialists,500.0,Cultural Affairs,In-Kind Donation,DONOR_3097,Male,44.0,Masters Level,Full-Time,Yes,Single,Black or African American,Urban
2022,Cultural Affairs (Department of),Plant Specialists,4000.0,Cultural Affairs,In-Kind Donation,DONOR_3097,Male,44.0,Masters Level,Full-Time,Yes,Single,Black or African American,Urban
2022,Cultural Affairs (Department of),Plant Specialists,2500.0,Cultural Affairs,In-Kind Donation,DONOR_3097,Male,44.0,Masters Level,Full-Time,Yes,Single,Black or African American,Urban
2022,Cultural Affairs (Department of),Plant Specialists,4000.0,Cultural Affairs,In-Kind Donation,DONOR_3097,Male,44.0,Masters Level,Full-Time,Yes,Single,Black or African American,Urban
2022,Cultural Affairs (Department of),Plant Specialists,4240.0,Cultural Affairs,In-Kind Donation,DONOR_3097,Male,44.0,Masters Level,Full-Time,Yes,Single,Black or African American,Urban
2022,Cultural Affairs (Department of),Plant Specialists,125.0,Cultural Affairs,In-Kind Donation,DONOR_3097,Male,44.0,Masters Level,Full-Time,Yes,Single,Black or African American,Urban
2022,Cultural Affairs (Department of),Platinum Equity,10000.0,Cultural Affairs,In-Kind Donation,DONOR_3098,Male,40.0,Masters Level,Full-Time,Yes,Married,Black or African American,Urban
2022,Cultural Affairs (Department of),Poly Prep Country Day School,2940.0,Cultural Affairs,In-Kind Donation,DONOR_3099,Female,28.0,High School or Less,Full-Time,No,Married,White,Urban
2022,Cultural Affairs (Department of),Poly Prep Country Day School,3840.0,Cultural Affairs,In-Kind Donation,DONOR_3099,Female,28.0,High School or Less,Full-Time,No,Married,White,Urban
2022,Cultural Affairs (Department of),Poly Prep Country Day School,300.0,Cultural Affairs,In-Kind Donation,DONOR_3099,Female,28.0,High School or Less,Full-Time,No,Married,White,Urban
2022,Cultural Affairs (Department of),Pomegranate Arts,8150.0,Cultural Affairs,In-Kind Donation,DONOR_3100,Female,24.0,College,Full-Time,Yes,Single,White,Urban
2022,Cultural Affairs (Department of),Possible Productions,3000060.0,Cultural Affairs,In-Kind Donation,DONOR_1192,Female,31.0,College,Full-Time,Yes,Single,White,Urban
2022,Cultural Affairs (Department of),Possible Productions,746222.0,Cultural Affairs,In-Kind Donation,DONOR_1192,Female,31.0,College,Full-Time,Yes,Single,White,Urban
2022,Cultural Affairs (Department of),Possible Productions,5940.0,Cultural Affairs,In-Kind Donation,DONOR_1192,Female,31.0,College,Full-Time,Yes,Single,White,Urban
2022,Cultural Affairs (Department of),Possible Productions,8065.0,Cultural Affairs,In-Kind Donation,DONOR_1192,Female,31.0,College,Full-Time,Yes,Single,White,Urban
2022,Cultural Affairs (Department of),Possible Productions,550.0,Cultural Affairs,In-Kind Donation,DONOR_1192,Female,31.0,College,Full-Time,Yes,Single,White,Urban
2022,Cultural Affairs (Department of),Possible Productions,2850.0,Cultural Affairs,In-Kind Donation,DONOR_1192,Female,31.0,College,Full-Time,Yes,Single,White,Urban
2022,Cultural Affairs (Department of),Possible Productions,1250.0,Cultural Affairs,In-Kind Donation,DONOR_1192,Female,31.0,College,Full-Time,Yes,Single,White,Urban
2022,Cultural Affairs (Department of),Possible Productions,1130.0,Cultural Affairs,In-Kind Donation,DONOR_1192,Female,31.0,College,Full-Time,Yes,Single,White,Urban
2022,Cultural Affairs (Department of),Possible Productions,1135.0,Cultural Affairs,In-Kind Donation,DONOR_1192,Female,31.0,College,Full-Time,Yes,Single,White,Urban
2022,Cultural Affairs (Department of),Premier Facility Management,41130.0,Cultural Affairs,In-Kind Donation,DONOR_3101,Female,23.0,High School or Less,Full-Time,Yes,Single,White,Suburban
2022,Cultural Affairs (Department of),Prime Time NYC,5100.0,Cultural Affairs,In-Kind Donation,DONOR_3102,Female,23.0,Masters Level,Full-Time,Yes,Married,White,Urban
2022,Cultural Affairs (Department of),Production Covid & Safety Officers,1000.0,Cultural Affairs,In-Kind Donation,DONOR_3103,Female,29.0,College,Full-Time,Yes,Divorced,Other,Rural
2022,Cultural Affairs (Department of),Production Covid & Safety Officers,4500.0,Cultural Affairs,In-Kind Donation,DONOR_3103,Female,29.0,College,Full-Time,Yes,Divorced,Other,Rural
2022,Cultural Affairs (Department of),Quartet Health,17400.0,Cultural Affairs,In-Kind Donation,DONOR_3104,Male,47.0,Masters Level,Full-Time,No,Married,White,Urban
2022,Cultural Affairs (Department of),Queens Public Library,3535.0,Cultural Affairs,In-Kind Donation,DONOR_3105,Female,39.0,College,Full-Time,Yes,Married,White,Urban
2022,Cultural Affairs (Department of),Queens Public Library,2550.0,Cultural Affairs,In-Kind Donation,DONOR_3105,Female,39.0,College,Full-Time,Yes,Married,White,Urban
2022,Cultural Affairs (Department of),Raeri,5000.0,Cultural Affairs,In-Kind Donation,DONOR_3106,Female,65.0,Doctorate,Full-Time,Yes,Single,White,Urban
2022,Cultural Affairs (Department of),Rheaply,5880.0,Cultural Affairs,In-Kind Donation,DONOR_3107,Female,62.0,Masters Level,Full-Time,Yes,Married,White,Urban
2022,Cultural Affairs (Department of),Rock Star Games,8200.0,Cultural Affairs,In-Kind Donation,DONOR_3108,Female,31.0,College,Full-Time,Yes,Single,White,Urban
2022,Cultural Affairs (Department of),Rock Star Games,6030.0,Cultural Affairs,In-Kind Donation,DONOR_3108,Female,31.0,College,Full-Time,Yes,Single,White,Urban
2022,Cultural Affairs (Department of),Rock Star Games,1275.0,Cultural Affairs,In-Kind Donation,DONOR_3108,Female,31.0,College,Full-Time,Yes,Single,White,Urban
2022,Cultural Affairs (Department of),Rock Star Games,1330.0,Cultural Affairs,In-Kind Donation,DONOR_3108,Female,31.0,College,Full-Time,Yes,Single,White,Urban
2022,Cultural Affairs (Department of),Rock Star Games,4265.0,Cultural Affairs,In-Kind Donation,DONOR_3108,Female,31.0,College,Full-Time,Yes,Single,White,Urban
2022,Cultural Affairs (Department of),Rogers and Goffigon,6400.0,Cultural Affairs,In-Kind Donation,DONOR_3109,Male,40.0,College,Full-Time,Yes,Married,White,Urban
2022,Cultural Affairs (Department of),Russel Reynolds,12280.0,Cultural Affairs,In-Kind Donation,DONOR_3110,Male,29.0,High School or Less,Full-Time,Yes,Widowed,White,Urban
2022,Cultural Affairs (Department of),Saks Fifth Avenue,5195.0,Cultural Affairs,In-Kind Donation,DONOR_3111,Female,36.0,College,Full-Time,Yes,Single,Hispanic or Latino,Suburban
2022,Cultural Affairs (Department of),Samuel & Sons,72280.0,Cultural Affairs,In-Kind Donation,DONOR_3112,Female,45.0,High School or Less,Full-Time,Yes,Single,Hispanic or Latino,Urban
2022,Cultural Affairs (Department of),Samuel & Sons,2000.0,Cultural Affairs,In-Kind Donation,DONOR_3112,Female,45.0,High School or Less,Full-Time,Yes,Single,Hispanic or Latino,Urban
2022,Cultural Affairs (Department of),Samuel & Sons,3000.0,Cultural Affairs,In-Kind Donation,DONOR_3112,Female,45.0,High School or Less,Full-Time,Yes,Single,Hispanic or Latino,Urban
2022,Cultural Affairs (Department of),Seth Weinstein,13800.0,Cultural Affairs,In-Kind Donation,DONOR_3113,Male,27.0,High School or Less,Full-Time,Yes,Married,White,Suburban
2022,Cultural Affairs (Department of),Seth Weinstein,30515.0,Cultural Affairs,In-Kind Donation,DONOR_3113,Male,27.0,High School or Less,Full-Time,Yes,Married,White,Suburban
2022,Cultural Affairs (Department of),Shani Perez,9625.0,Cultural Affairs,In-Kind Donation,DONOR_3114,Female,65.0,Doctorate,Full-Time,Yes,Single,White,Urban
2022,Cultural Affairs (Department of),Sher Plastics LLC,5000.0,Cultural Affairs,In-Kind Donation,DONOR_3115,Male,62.0,Masters Level,Part-Time,Yes,Widowed,White,Urban
2022,Cultural Affairs (Department of),Sher Plastics LLC,5000.0,Cultural Affairs,In-Kind Donation,DONOR_3115,Male,62.0,Masters Level,Part-Time,Yes,Widowed,White,Urban
2022,Cultural Affairs (Department of),Shiraz Creative,1100.0,Cultural Affairs,In-Kind Donation,DONOR_3116,Male,27.0,College,Unemployed,Yes,Married,White,Suburban
2022,Cultural Affairs (Department of),Shiraz Creative,250.0,Cultural Affairs,In-Kind Donation,DONOR_3116,Male,27.0,College,Unemployed,Yes,Married,White,Suburban
2022,Cultural Affairs (Department of),Shiraz Creative,2250.0,Cultural Affairs,In-Kind Donation,DONOR_3116,Male,27.0,College,Unemployed,Yes,Married,White,Suburban
2022,Cultural Affairs (Department of),Shiraz Creative,2520.0,Cultural Affairs,In-Kind Donation,DONOR_3116,Male,27.0,College,Unemployed,Yes,Married,White,Suburban
2022,Cultural Affairs (Department of),Showfields,9625.0,Cultural Affairs,In-Kind Donation,DONOR_3117,Male,38.0,High School or Less,Full-Time,Yes,Single,Hispanic or Latino,Urban
2022,Cultural Affairs (Department of),Sidewalk Infrastructure Partners,5940.0,Cultural Affairs,In-Kind Donation,DONOR_3118,Female,37.0,College,Part-Time,Yes,Married,White,Urban
2022,Cultural Affairs (Department of),Sidewalk Infrastructure Partners,4500.0,Cultural Affairs,In-Kind Donation,DONOR_3118,Female,37.0,College,Part-Time,Yes,Married,White,Urban
2022,Cultural Affairs (Department of),Society of Illustrators,8730.0,Cultural Affairs,In-Kind Donation,DONOR_3119,Male,26.0,College,Full-Time,Yes,Married,White,Urban
2022,Cultural Affairs (Department of),Soho Repertory Theater,2315.0,Cultural Affairs,In-Kind Donation,DONOR_3120,Female,45.0,Masters Level,Full-Time,Yes,Married,Black or African American,Urban
2022,Cultural Affairs (Department of),Soho Repertory Theater,2520.0,Cultural Affairs,In-Kind Donation,DONOR_3120,Female,45.0,Masters Level,Full-Time,Yes,Married,Black or African American,Urban
2022,Cultural Affairs (Department of),Soho Repertory Theater,2520.0,Cultural Affairs,In-Kind Donation,DONOR_3120,Female,45.0,Masters Level,Full-Time,Yes,Married,Black or African American,Urban
2022,Cultural Affairs (Department of),Soho Repertory Theater,3660.0,Cultural Affairs,In-Kind Donation,DONOR_3120,Female,45.0,Masters Level,Full-Time,Yes,Married,Black or African American,Urban
2022,Cultural Affairs (Department of),Soho Repertory Theater,1222.0,Cultural Affairs,In-Kind Donation,DONOR_3120,Female,45.0,Masters Level,Full-Time,Yes,Married,Black or African American,Urban
2022,Cultural Affairs (Department of),Sony Music Entertainment,10105.0,Cultural Affairs,In-Kind Donation,DONOR_3121,Female,47.0,Masters Level,Full-Time,No,Single,White,Urban
2022,Cultural Affairs (Department of),Sony Music Entertainment,1010.0,Cultural Affairs,In-Kind Donation,DONOR_3121,Female,47.0,Masters Level,Full-Time,No,Single,White,Urban
2022,Cultural Affairs (Department of),Sourdough Productions,16050.0,Cultural Affairs,In-Kind Donation,DONOR_3122,Female,29.0,Doctorate,Part-Time,Yes,Married,Other,Urban
2022,Cultural Affairs (Department of),Stage 42,6350.0,Cultural Affairs,In-Kind Donation,DONOR_3123,Female,60.0,Masters Level,Full-Time,Yes,Married,Black or African American,Suburban
2022,Cultural Affairs (Department of),Stephen Gladstone,6000.0,Cultural Affairs,In-Kind Donation,DONOR_3124,Male,29.0,Masters Level,Full-Time,Yes,Married,White,Urban
2022,Cultural Affairs (Department of),Stephen Gladstone,3000.0,Cultural Affairs,In-Kind Donation,DONOR_3124,Male,29.0,Masters Level,Full-Time,Yes,Married,White,Urban
2022,Cultural Affairs (Department of),Sue Rock Originals Everyone,10.0,Cultural Affairs,In-Kind Donation,DONOR_3125,Female,55.0,Masters Level,Full-Time,Yes,Married,White,Suburban
2022,Cultural Affairs (Department of),Sue Rock Originals Everyone,345.0,Cultural Affairs,In-Kind Donation,DONOR_3125,Female,55.0,Masters Level,Full-Time,Yes,Married,White,Suburban
2022,Cultural Affairs (Department of),Sue Rock Originals Everyone,250.0,Cultural Affairs,In-Kind Donation,DONOR_3125,Female,55.0,Masters Level,Full-Time,Yes,Married,White,Suburban
2022,Cultural Affairs (Department of),Sue Rock Originals Everyone,700.0,Cultural Affairs,In-Kind Donation,DONOR_3125,Female,55.0,Masters Level,Full-Time,Yes,Married,White,Suburban
2022,Cultural Affairs (Department of),Sue Rock Originals Everyone,300.0,Cultural Affairs,In-Kind Donation,DONOR_3125,Female,55.0,Masters Level,Full-Time,Yes,Married,White,Suburban
2022,Cultural Affairs (Department of),Sue Rock Originals Everyone,175.0,Cultural Affairs,In-Kind Donation,DONOR_3125,Female,55.0,Masters Level,Full-Time,Yes,Married,White,Suburban
2022,Cultural Affairs (Department of),Sue Rock Originals Everyone,365.0,Cultural Affairs,In-Kind Donation,DONOR_3125,Female,55.0,Masters Level,Full-Time,Yes,Married,White,Suburban
2022,Cultural Affairs (Department of),Sue Rock Originals Everyone,375.0,Cultural Affairs,In-Kind Donation,DONOR_3125,Female,55.0,Masters Level,Full-Time,Yes,Married,White,Suburban
2022,Cultural Affairs (Department of),Sue Rock Originals Everyone,1150.0,Cultural Affairs,In-Kind Donation,DONOR_3125,Female,55.0,Masters Level,Full-Time,Yes,Married,White,Suburban
2022,Cultural Affairs (Department of),Sue Rock Originals Everyone,500.0,Cultural Affairs,In-Kind Donation,DONOR_3125,Female,55.0,Masters Level,Full-Time,Yes,Married,White,Suburban
2022,Cultural Affairs (Department of),Sue Rock Originals Everyone,250.0,Cultural Affairs,In-Kind Donation,DONOR_3125,Female,55.0,Masters Level,Full-Time,Yes,Married,White,Suburban
2022,Cultural Affairs (Department of),Sue Rock Originals Everyone,1250.0,Cultural Affairs,In-Kind Donation,DONOR_3125,Female,55.0,Masters Level,Full-Time,Yes,Married,White,Suburban
2022,Cultural Affairs (Department of),Sue Rock Originals Everyone,1500.0,Cultural Affairs,In-Kind Donation,DONOR_3125,Female,55.0,Masters Level,Full-Time,Yes,Married,White,Suburban
2022,Cultural Affairs (Department of),Sugru,5200.0,Cultural Affairs,In-Kind Donation,DONOR_3126,Female,41.0,College,Full-Time,Yes,Single,Hispanic or Latino,Urban
2022,Cultural Affairs (Department of),Susan and Stefan Mackey,5601.0,Cultural Affairs,In-Kind Donation,DONOR_3127,Male,26.0,Masters Level,Full-Time,Yes,Married,White,Urban
2022,Cultural Affairs (Department of),Swiss Post Solutions / ReSources,4475.0,Cultural Affairs,In-Kind Donation,DONOR_3128,Male,40.0,College,Unemployed,Yes,Married,Other,Urban
2022,Cultural Affairs (Department of),Swiss Post Solutions / ReSources,2425.0,Cultural Affairs,In-Kind Donation,DONOR_3128,Male,40.0,College,Unemployed,Yes,Married,Other,Urban
2022,Cultural Affairs (Department of),Taconic,12500.0,Cultural Affairs,In-Kind Donation,DONOR_3129,Male,22.0,Doctorate,Full-Time,Yes,Married,White,Suburban
2022,Cultural Affairs (Department of),TBWA World Health,3000.0,Cultural Affairs,In-Kind Donation,DONOR_3130,Female,31.0,High School or Less,Full-Time,Yes,Married,White,Suburban
2022,Cultural Affairs (Department of),TBWA World Health,1690.0,Cultural Affairs,In-Kind Donation,DONOR_3130,Female,31.0,High School or Less,Full-Time,Yes,Married,White,Suburban
2022,Cultural Affairs (Department of),TBWA World Health,3500.0,Cultural Affairs,In-Kind Donation,DONOR_3130,Female,31.0,High School or Less,Full-Time,Yes,Married,White,Suburban
2022,Cultural Affairs (Department of),The Armory Show,1580.0,Cultural Affairs,In-Kind Donation,DONOR_3131,Male,34.0,College,Part-Time,Yes,Married,White,Urban
2022,Cultural Affairs (Department of),The Armory Show,3780.0,Cultural Affairs,In-Kind Donation,DONOR_3131,Male,34.0,College,Part-Time,Yes,Married,White,Urban
2022,Cultural Affairs (Department of),The Bargain Boutique,1680.0,Cultural Affairs,In-Kind Donation,DONOR_3132,Female,30.0,High School or Less,Full-Time,Yes,Married,White,Urban
2022,Cultural Affairs (Department of),The Bargain Boutique,570.0,Cultural Affairs,In-Kind Donation,DONOR_3132,Female,30.0,High School or Less,Full-Time,Yes,Married,White,Urban
2022,Cultural Affairs (Department of),The Bargain Boutique,500.0,Cultural Affairs,In-Kind Donation,DONOR_3132,Female,30.0,High School or Less,Full-Time,Yes,Married,White,Urban
2022,Cultural Affairs (Department of),The Bargain Boutique,700.0,Cultural Affairs,In-Kind Donation,DONOR_3132,Female,30.0,High School or Less,Full-Time,Yes,Married,White,Urban
2022,Cultural Affairs (Department of),The Bargain Boutique,250.0,Cultural Affairs,In-Kind Donation,DONOR_3132,Female,30.0,High School or Less,Full-Time,Yes,Married,White,Urban
2022,Cultural Affairs (Department of),The Bargain Boutique,620.0,Cultural Affairs,In-Kind Donation,DONOR_3132,Female,30.0,High School or Less,Full-Time,Yes,Married,White,Urban
2022,Cultural Affairs (Department of),The Bargain Boutique,1220.0,Cultural Affairs,In-Kind Donation,DONOR_3132,Female,30.0,High School or Less,Full-Time,Yes,Married,White,Urban
2022,Cultural Affairs (Department of),The Bargain Boutique,725.0,Cultural Affairs,In-Kind Donation,DONOR_3132,Female,30.0,High School or Less,Full-Time,Yes,Married,White,Urban
2022,Cultural Affairs (Department of),The Civilians,6590.0,Cultural Affairs,In-Kind Donation,DONOR_3133,Male,18.0,Masters Level,Full-Time,Yes,Single,White,Rural
2022,Cultural Affairs (Department of),The Civilians,1210.0,Cultural Affairs,In-Kind Donation,DONOR_3133,Male,18.0,Masters Level,Full-Time,Yes,Single,White,Rural
2022,Cultural Affairs (Department of),The Depository Trust & Clearing Corporation,38250.0,Cultural Affairs,In-Kind Donation,DONOR_3134,Female,45.0,High School or Less,Full-Time,Yes,Married,White,Urban
2022,Cultural Affairs (Department of),The Depository Trust & Clearing Corporation,2400.0,Cultural Affairs,In-Kind Donation,DONOR_3134,Female,45.0,High School or Less,Full-Time,Yes,Married,White,Urban
2022,Cultural Affairs (Department of),The Depository Trust & Clearing Corporation,1240.0,Cultural Affairs,In-Kind Donation,DONOR_3134,Female,45.0,High School or Less,Full-Time,Yes,Married,White,Urban
2022,Cultural Affairs (Department of),The Estee Lauder Companies Inc.,5325.0,Cultural Affairs,In-Kind Donation,DONOR_3135,Female,27.0,Doctorate,Full-Time,No,Married,White,Urban
2022,Cultural Affairs (Department of),The Jewish Museum,8750.0,Cultural Affairs,In-Kind Donation,DONOR_3136,Female,23.0,College,Full-Time,Yes,Widowed,Hispanic or Latino,Suburban
2022,Cultural Affairs (Department of),The Jewish Museum,7940.0,Cultural Affairs,In-Kind Donation,DONOR_3136,Female,23.0,College,Full-Time,Yes,Widowed,Hispanic or Latino,Suburban
2022,Cultural Affairs (Department of),The Morgan Library and Museum,5250.0,Cultural Affairs,In-Kind Donation,DONOR_3137,Female,65.0,Doctorate,Full-Time,Yes,Married,White,Urban
2022,Cultural Affairs (Department of),The Muse Brooklyn,9640.0,Cultural Affairs,In-Kind Donation,DONOR_3138,Female,33.0,College,Full-Time,Yes,Married,White,Suburban
2022,Cultural Affairs (Department of),The Pepin Press,8000.0,Cultural Affairs,In-Kind Donation,DONOR_3139,Male,41.0,College,Part-Time,Yes,Divorced,White,Rural
2022,Cultural Affairs (Department of),The Pepin Press,2000.0,Cultural Affairs,In-Kind Donation,DONOR_3139,Male,41.0,College,Part-Time,Yes,Divorced,White,Rural
2022,Cultural Affairs (Department of),The Radio Foundation,5095.0,Cultural Affairs,In-Kind Donation,DONOR_3140,Female,27.0,Masters Level,Full-Time,Yes,Married,White,Urban
2022,Cultural Affairs (Department of),Tory Burch - omlog usa inc,7000.0,Cultural Affairs,In-Kind Donation,DONOR_3141,Male,31.0,College,Full-Time,Yes,Married,White,Urban
2022,Cultural Affairs (Department of),Tory Burch - omlog usa inc,5000.0,Cultural Affairs,In-Kind Donation,DONOR_3141,Male,31.0,College,Full-Time,Yes,Married,White,Urban
2022,Cultural Affairs (Department of),Tory Burch - omlog usa inc,1760.0,Cultural Affairs,In-Kind Donation,DONOR_3141,Male,31.0,College,Full-Time,Yes,Married,White,Urban
2022,Cultural Affairs (Department of),Tory Burch - omlog usa inc,1535.0,Cultural Affairs,In-Kind Donation,DONOR_3141,Male,31.0,College,Full-Time,Yes,Married,White,Urban
2022,Cultural Affairs (Department of),Tory Burch - omlog usa inc,3850.0,Cultural Affairs,In-Kind Donation,DONOR_3141,Male,31.0,College,Full-Time,Yes,Married,White,Urban
2022,Cultural Affairs (Department of),Trinity School,3890.0,Cultural Affairs,In-Kind Donation,DONOR_3142,Male,45.0,Masters Level,Full-Time,Yes,Married,White,Urban
2022,Cultural Affairs (Department of),Trinity School,1450.0,Cultural Affairs,In-Kind Donation,DONOR_3142,Male,45.0,Masters Level,Full-Time,Yes,Married,White,Urban
2022,Cultural Affairs (Department of),Viacom,9260.0,Cultural Affairs,In-Kind Donation,DONOR_3143,Female,24.0,College,Unemployed,Yes,Married,White,Urban
2022,Cultural Affairs (Department of),ViacomCBS,6990.0,Cultural Affairs,In-Kind Donation,DONOR_3144,Female,32.0,Masters Level,Unemployed,No,Married,Hispanic or Latino,Urban
2022,Cultural Affairs (Department of),We Are Listen,15200.0,Cultural Affairs,In-Kind Donation,DONOR_3145,Male,43.0,Masters Level,Full-Time,No,Widowed,White,Suburban
2022,Cultural Affairs (Department of),We Are Listen,77845.0,Cultural Affairs,In-Kind Donation,DONOR_3145,Male,43.0,Masters Level,Full-Time,No,Widowed,White,Suburban
2022,Cultural Affairs (Department of),Winnie Tyler,475.0,Cultural Affairs,In-Kind Donation,DONOR_3146,Female,44.0,Masters Level,Part-Time,Yes,Married,Hispanic or Latino,Urban
2022,Cultural Affairs (Department of),Winnie Tyler,150.0,Cultural Affairs,In-Kind Donation,DONOR_3146,Female,44.0,Masters Level,Part-Time,Yes,Married,Hispanic or Latino,Urban
2022,Cultural Affairs (Department of),Winnie Tyler,210.0,Cultural Affairs,In-Kind Donation,DONOR_3146,Female,44.0,Masters Level,Part-Time,Yes,Married,Hispanic or Latino,Urban
2022,Cultural Affairs (Department of),Winnie Tyler,520.0,Cultural Affairs,In-Kind Donation,DONOR_3146,Female,44.0,Masters Level,Part-Time,Yes,Married,Hispanic or Latino,Urban
2022,Cultural Affairs (Department of),Winnie Tyler,675.0,Cultural Affairs,In-Kind Donation,DONOR_3146,Female,44.0,Masters Level,Part-Time,Yes,Married,Hispanic or Latino,Urban
2022,Cultural Affairs (Department of),Winnie Tyler,130.0,Cultural Affairs,In-Kind Donation,DONOR_3146,Female,44.0,Masters Level,Part-Time,Yes,Married,Hispanic or Latino,Urban
2022,Cultural Affairs (Department of),Winnie Tyler,45.0,Cultural Affairs,In-Kind Donation,DONOR_3146,Female,44.0,Masters Level,Part-Time,Yes,Married,Hispanic or Latino,Urban
2022,Cultural Affairs (Department of),Winnie Tyler,130.0,Cultural Affairs,In-Kind Donation,DONOR_3146,Female,44.0,Masters Level,Part-Time,Yes,Married,Hispanic or Latino,Urban
2022,Cultural Affairs (Department of),Winnie Tyler,50.0,Cultural Affairs,In-Kind Donation,DONOR_3146,Female,44.0,Masters Level,Part-Time,Yes,Married,Hispanic or Latino,Urban
2022,Cultural Affairs (Department of),Winnie Tyler,155.0,Cultural Affairs,In-Kind Donation,DONOR_3146,Female,44.0,Masters Level,Part-Time,Yes,Married,Hispanic or Latino,Urban
2022,Cultural Affairs (Department of),Winnie Tyler,390.0,Cultural Affairs,In-Kind Donation,DONOR_3146,Female,44.0,Masters Level,Part-Time,Yes,Married,Hispanic or Latino,Urban
2022,Cultural Affairs (Department of),Winnie Tyler,880.0,Cultural Affairs,In-Kind Donation,DONOR_3146,Female,44.0,Masters Level,Part-Time,Yes,Married,Hispanic or Latino,Urban
2022,Cultural Affairs (Department of),Winnie Tyler,225.0,Cultural Affairs,In-Kind Donation,DONOR_3146,Female,44.0,Masters Level,Part-Time,Yes,Married,Hispanic or Latino,Urban
2022,Cultural Affairs (Department of),Winnie Tyler,485.0,Cultural Affairs,In-Kind Donation,DONOR_3146,Female,44.0,Masters Level,Part-Time,Yes,Married,Hispanic or Latino,Urban
2022,Cultural Affairs (Department of),Winnie Tyler,320.0,Cultural Affairs,In-Kind Donation,DONOR_3146,Female,44.0,Masters Level,Part-Time,Yes,Married,Hispanic or Latino,Urban
2022,Cultural Affairs (Department of),Winnie Tyler,455.0,Cultural Affairs,In-Kind Donation,DONOR_3146,Female,44.0,Masters Level,Part-Time,Yes,Married,Hispanic or Latino,Urban
2022,Cultural Affairs (Department of),Winnie Tyler,850.0,Cultural Affairs,In-Kind Donation,DONOR_3146,Female,44.0,Masters Level,Part-Time,Yes,Married,Hispanic or Latino,Urban
2022,Cultural Affairs (Department of),Winnie Tyler,1350.0,Cultural Affairs,In-Kind Donation,DONOR_3146,Female,44.0,Masters Level,Part-Time,Yes,Married,Hispanic or Latino,Urban
2022,Cultural Affairs (Department of),Winnie Tyler,500.0,Cultural Affairs,In-Kind Donation,DONOR_3146,Female,44.0,Masters Level,Part-Time,Yes,Married,Hispanic or Latino,Urban
2022,Cultural Affairs (Department of),Winnie Tyler,1325.0,Cultural Affairs,In-Kind Donation,DONOR_3146,Female,44.0,Masters Level,Part-Time,Yes,Married,Hispanic or Latino,Urban
2022,Cultural Affairs (Department of),Winnie Tyler,575.0,Cultural Affairs,In-Kind Donation,DONOR_3146,Female,44.0,Masters Level,Part-Time,Yes,Married,Hispanic or Latino,Urban
2022,Cultural Affairs (Department of),Winnie Tyler,200.0,Cultural Affairs,In-Kind Donation,DONOR_3146,Female,44.0,Masters Level,Part-Time,Yes,Married,Hispanic or Latino,Urban
2022,Cultural Affairs (Department of),World Vision,6850.0,Cultural Affairs,In-Kind Donation,DONOR_3147,Male,38.0,College,Full-Time,Yes,Married,White,Urban
2022,Cultural Affairs (Department of),World Vision,38890.0,Cultural Affairs,In-Kind Donation,DONOR_3147,Male,38.0,College,Full-Time,Yes,Married,White,Urban
2022,Cultural Affairs (Department of),World Vision,21190.0,Cultural Affairs,In-Kind Donation,DONOR_3147,Male,38.0,College,Full-Time,Yes,Married,White,Urban
2022,Cultural Affairs (Department of),World Vision,50930.0,Cultural Affairs,In-Kind Donation,DONOR_3147,Male,38.0,College,Full-Time,Yes,Married,White,Urban
2022,Cultural Affairs (Department of),World Vision,11020.0,Cultural Affairs,In-Kind Donation,DONOR_3147,Male,38.0,College,Full-Time,Yes,Married,White,Urban
2022,Cultural Affairs (Department of),World Vision,90400.0,Cultural Affairs,In-Kind Donation,DONOR_3147,Male,38.0,College,Full-Time,Yes,Married,White,Urban
2022,Cultural Affairs (Department of),World Vision,150000.0,Cultural Affairs,In-Kind Donation,DONOR_3147,Male,38.0,College,Full-Time,Yes,Married,White,Urban
2022,Cultural Affairs (Department of),World Vision,29000.0,Cultural Affairs,In-Kind Donation,DONOR_3147,Male,38.0,College,Full-Time,Yes,Married,White,Urban
2022,Cultural Affairs (Department of),World Vision,6340.0,Cultural Affairs,In-Kind Donation,DONOR_3147,Male,38.0,College,Full-Time,Yes,Married,White,Urban
2022,District Attorney - Queens County,GAP,19500.0,Legal and Law,In-Kind Donation,DONOR_3148,Female,42.0,College,Full-Time,Yes,Married,White,Suburban
2022,District Attorney - Queens County,Operation Warm,12600.0,Legal and Law,In-Kind Donation,DONOR_3149,Female,30.0,High School or Less,Full-Time,No,Single,White,Urban
2022,Economic Development Corporation,"""New"" New York Panel Meetings for Vornado",8450.0,Economic and Finance,In-Kind Donation,DONOR_3150,Female,22.0,Masters Level,Full-Time,No,Married,White,Suburban
