Year,Agency Name,Name of Donor (Individual or Firm),Type of Donation,Value of Donation
2022,Cultural Affairs (Department of),Winnie Tyler,In-Kind,$150.00
2022,Cultural Affairs (Department of),Winnie Tyler,In-Kind,$210.00
2022,Cultural Affairs (Department of),Winnie Tyler,In-Kind,$520.00
2022,Cultural Affairs (Department of),Winnie Tyler,In-Kind,$675.00
2022,Cultural Affairs (Department of),Winnie Tyler,In-Kind,$130.00
2022,Cultural Affairs (Department of),Winnie Tyler,In-Kind,$45.00
2022,Cultural Affairs (Department of),Winnie Tyler,In-Kind,$130.00
2022,Cultural Affairs (Department of),Winnie Tyler,In-Kind,$50.00
2022,Cultural Affairs (Department of),Winnie Tyler,In-Kind,$155.00
2022,Cultural Affairs (Department of),Winnie Tyler,In-Kind,$390.00
2022,Cultural Affairs (Department of),Winnie Tyler,In-Kind,$880.00
2022,Cultural Affairs (Department of),Winnie Tyler,In-Kind,$225.00
2022,Cultural Affairs (Department of),Winnie Tyler,In-Kind,$485.00
2022,Cultural Affairs (Department of),Winnie Tyler,In-Kind,$320.00
2022,Cultural Affairs (Department of),Winnie Tyler,In-Kind,$455.00
2022,Cultural Affairs (Department of),Winnie Tyler,In-Kind,$850.00
2022,Cultural Affairs (Department of),Winnie Tyler,In-Kind,"$1,350.00"
2022,Cultural Affairs (Department of),Winnie Tyler,In-Kind,$500.00
2022,Cultural Affairs (Department of),Winnie Tyler,In-Kind,"$1,325.00"
2022,Cultural Affairs (Department of),Winnie Tyler,In-Kind,$575.00
2022,Cultural Affairs (Department of),Winnie Tyler,In-Kind,$200.00
2022,Cultural Affairs (Department of),World Vision,In-Kind,"$6,850.00"
2022,Cultural Affairs (Department of),World Vision,In-Kind,"$38,890.00"
2022,Cultural Affairs (Department of),World Vision,In-Kind,"$21,190.00"
2022,Cultural Affairs (Department of),World Vision,In-Kind,"$50,930.00"
2022,Cultural Affairs (Department of),World Vision,In-Kind,"$11,020.00"
2022,Cultural Affairs (Department of),World Vision,In-Kind,"$90,400.00"
2022,Cultural Affairs (Department of),World Vision,In-Kind,"$150,000.00"
2022,Cultural Affairs (Department of),World Vision,In-Kind,"$29,000.00"
2022,Cultural Affairs (Department of),World Vision,In-Kind,"$6,340.00"
2022,Design and Construction (Department of),No donations to report,,
2022,District Attorney - Bronx County,No donations to report,,
2022,District Attorney - Kings County,No donations to report,,
2022,District Attorney - New York County,No donations to report,,
2022,District Attorney - Queens County,GAP,In-Kind,"$19,500.00"
2022,District Attorney - Queens County,Operation Warm,In-Kind,"$12,600.00"
2022,District Attorney - Richmond County,No donations to report,,
2022,Economic Development Corporation,"""New"" New York Panel Meetings for Vornado",In-Kind,"$8,450.00"
2022,Economic Development Corporation,Capital One Grant,Money,"$25,000.00"
2022,Education (Department of),02M001 Asian American Federation,Money,"$6,000.00"
2022,Education (Department of),02M001 Private Grant,Money,"$12,000.00"
2022,Education (Department of),02M040 PTA donations,Money,"$306,975.00"
2022,Education (Department of),02M089 - PTA,Money,"$300,000.00"
2022,Education (Department of),02M130 - PA donations,Money,"$135,000.00"
2022,Education (Department of),02M130 Private PA Grant,Money,"$47,374.00"
2022,Education (Department of),02M340 PTA,Money,"$84,000.00"
2022,Education (Department of),03M859 - PTA,Money,"$8,195.00"
2022,Education (Department of),06M278 Parent Teacher Association of PS/MS 278,Money,"$18,972.94"
2022,Education (Department of),13K008 Parent Teacher Association (PTA),Money,"$181,103.02"
2022,Education (Department of),13K008 PARENT'S TEACHER ASSOCIATION,Money,"$475,000.00"
2022,Education (Department of),13K008 Parents and Teachers Association,Money,"$115,000.00"
2022,Education (Department of),13K011 Parent Teacher Association,Money,"$311,345.52"
2022,Education (Department of),13K056 Parent Teacher Association,Money,"$35,000.00"
2022,Education (Department of),13K133 Parent Teacher Association,Money,"$145,000.00"
2022,Education (Department of),13K321 Parent Teacher Association,Money,"$300,000.00"
2022,Education (Department of),13K492 Parent Teacher Association,Money,"$230,000.00"
2022,Education (Department of),13K492 PTA,Money,"$130,000.00"
2022,Education (Department of),14K031 Parent Teacher Association,Money,"$75,200.00"
2022,Education (Department of),14K034 Parent Teacher Association,Money,"$89,330.63"
2022,Education (Department of),14K110 Parent Teachers Association,Money,"$141,719.00"
2022,Education (Department of),14K414 Parent Teacher Association,Money,"$64,544.00"
2022,Education (Department of),14K414 PTA,Money,"$38,659.00"
2022,Education (Department of),15K010 Parent Teacher Association,Money,"$147,000.00"
2022,Education (Department of),15K010 Parents Teacher Association,Money,"$75,000.00"
2022,Education (Department of),15K010 PTA,Money,"$30,000.00"
2022,Education (Department of),15K029 - Parent Teacher Association  donations,Money,"$417,000.00"
2022,Education (Department of),15K029 Parent Teacher Association,Money,"$300,000.00"
2022,Education (Department of),15K029 PARENT TEACHER'S ASSOCIATION,Money,"$315,000.00"
2022,Education (Department of),15K032 PTA Grant,Money,"$95,000.00"
2022,Education (Department of),15K039 PTA,Money,"$22,447.00"
2022,Education (Department of),15K058 Parent Teacher Association,Money,"$170,000.00"
2022,Education (Department of),15K107 Parent Teacher Association,Money,"$160,000.00"
2022,Education (Department of),15K107 PTA,Money,"$168,698.18"
2022,Education (Department of),15K107's Parent Association/Parent Teacher Association,Money,"$165,000.00"
2022,Education (Department of),15K118 Parent Teacher Association,Money,"$130,000.00"
2022,Education (Department of),15K118 Parents organized as an LLC.,Money,"$25,000.00"
2022,Education (Department of),15K118 PTA donations,Money,"$62,000.00"
2022,Education (Department of),15K146 Parent Teacher Association,Money,"$61,620.00"
2022,Education (Department of),15k146 PTA,Money,"$60,000.00"
2022,Education (Department of),15K154 Parent Teacher Association,Money,"$29,000.00"
2022,Education (Department of),15K172 After School Program - Various 15K172 Parents,Money,"$60,000.00"
2022,Education (Department of),15K230's Parent Teacher Association,Money,"$15,000.00"
2022,Education (Department of),15K261 Parent Teacher Association,Money,"$8,500.00"
2022,Education (Department of),15K261's Parent Teacher Association,Money,"$28,289.17"
2022,Education (Department of),15K321 Parent Teacher Association,Money,"$494,000.00"
2022,Education (Department of),15KP15 PTA,Money,"$89,600.00"
2022,Education (Department of),20K185 Self Sustaining Program,Money,"$124,928.00"
2022,Education (Department of),20K686 PTO,Money,"$324,000.00"
2022,Education (Department of),31R005 General School Fund & Lunch account,Money,"$28,700.00"
2022,Education (Department of),31R007 IS 7 Elias Bernstein School Fund,Money,"$15,000.00"
2022,Education (Department of),31R007 School Fund,Money,"$54,000.00"
2022,Education (Department of),31R024 General School Fund,Money,"$90,939.00"
2022,Education (Department of),31R026 NYC Dept of Education General School Fund,Money,"$15,272.84"
2022,Education (Department of),31R029 GSF,Money,"$325,665.00"
2022,Education (Department of),31R029 GSF PS 29 Bardwell,Money,"$127,026.00"
2022,Education (Department of),31R034 Department of Education Totten Intermediate School,Money,"$10,000.00"
2022,Education (Department of),31r053,Money,"$88,194.50"
2022,Education (Department of),31R053 Student Fund account,Money,"$25,674.50"
2022,Education (Department of),31R054 General School Fund,Money,"$257,725.00"
2022,Education (Department of),31R055 General School Fund & Lunch account,Money,"$37,000.00"
2022,Education (Department of),31R069 General School Fund Account,Money,"$85,000.00"
2022,Education (Department of),31r075 General School Fund,Money,"$37,795.00"
2022,Education (Department of),616 First Avenue LLC,Money,"$30,000.00"
2022,Education (Department of),75 Parent Teacher Association,Money,"$10,500.00"
2022,Education (Department of),75K372 PTA,Money,"$35,000.00"
2022,Education (Department of),Action for Kids,Money,"$69,841.00"
2022,Education (Department of),After school PD Program,Money,"$1,659,458.00"
2022,Education (Department of),Aksia Chess - various,Money,"$5,001.00"
2022,Education (Department of),Alumni Association,Money,"$14,000.00"
2022,Education (Department of),Amazon,Money,"$42,500.00"
2022,Education (Department of),Amazon.com,Money,"$57,500.00"
2022,Education (Department of),American Farmland Trust,Money,"$8,000.00"
2022,Education (Department of),American Institutes for Research,Money,"$7,911.00"
2022,Education (Department of),American Library Association,Money,"$30,000.00"
2022,Education (Department of),American Museum of Natural History,Money,"$19,614.54"
2022,Education (Department of),American Theatre Wing,Money,"$22,276.00"
2022,Education (Department of),AMNH,Money,"$6,177.37"
2022,Education (Department of),Armed Forces,Money,"$608,867.72"
2022,Education (Department of),Arnhold Foundation,Money,"$782,778.00"
2022,Education (Department of),Arnold Handler,Money,"$46,859.00"
2022,Education (Department of),Asian American Federation,Money,"$45,000.00"
2022,Education (Department of),"AthLife Foundation, Inc.",Money,"$11,586.00"
2022,Education (Department of),B-Tech Alumni Association,Money,"$7,397.00"
2022,Education (Department of),Bank of America,Money,"$226,644.00"
2022,Education (Department of),Bank of NY,Money,"$258,029.00"
2022,Education (Department of),Bank Street,Money,"$243,000.00"
2022,Education (Department of),Bank Street Education,Money,"$168,016.00"
2022,Education (Department of),Beacon School Parent Association,Money,"$35,275.00"
2022,Education (Department of),Better.com,Money,"$710,143.00"
2022,Education (Department of),Big Apple - various,Money,"$48,914.00"
2022,Education (Department of),Big Apple awards - various,Money,"$6,323.00"
2022,Education (Department of),"BOKS Reebok Foundation, Inc",Money,"$165,000.00"
2022,Education (Department of),BSI PTO,Money,"$162,975.00"
2022,Education (Department of),Burch Family Foundation,Money,"$375,000.00"
2022,Education (Department of),Burt Adelman,Money,"$100,000.00"
2022,Education (Department of),Carmel Hill Fund,Money,"$29,602.00"
2022,Education (Department of),CCAP,Money,"$50,000.00"
2022,Education (Department of),Center for Educational Innovation,Money,"$37,782.56"
2022,Education (Department of),Chelsea Prep PTA,Money,"$40,000.00"
2022,Education (Department of),Chelsea Prep PTA Inc,Money,"$380,315.60"
2022,Education (Department of),Children's Institute,Money,"$49,936.00"
2022,Education (Department of),"City of New York Department of Education HS of Math , Science and Engineering",Money,"$6,000.00"
2022,Education (Department of),Clove Valley School-PS 35 General Fund,Money,"$109,860.00"
2022,Education (Department of),CollegeBoard,Money,"$20,000.00"
2022,Education (Department of),Cornell University,Money,"$55,464.00"
2022,Education (Department of),Creative Arts Agency,Money,"$20,001.00"
2022,Education (Department of),CS4ALL - Student Stipends - various donors,Money,"$90,215.00"
2022,Education (Department of),CS4ALL - Various,Money,"$7,612,134.00"
2022,Education (Department of),CUNY,Money,"$13,200.00"
2022,Education (Department of),Curtis HS Foundation,Money,"$144,000.00"
2022,Education (Department of),DASNY,Money,"$15,495,530.00"
2022,Education (Department of),DASNY - CCAP,Money,"$325,000.00"
2022,Education (Department of),DASNY-CCAP,Money,"$150,000.00"
2022,Education (Department of),DASNY/SAM,Money,"$500,000.00"
2022,Education (Department of),DCAS this is not intra-city,Money,"$2,525,184.00"
2022,Education (Department of),DDSF,Money,"$399,193.00"
2022,Education (Department of),Demand Response Energy Program,Money,"$12,223,672.00"
2022,Education (Department of),Department of the Air Force,Money,"$144,580.36"
2022,Education (Department of),Dept.of Health & Human Services - Centers for Disease Control & Prevention,Money,"$2,418,378.00"
2022,Education (Department of),Dept.of Health & Human Services - Centers for Disease Control & Prevention,Money,"$449,179.00"
2022,Education (Department of),Diana Davis Spencer Fdtn,Money,"$671,697.00"
2022,Education (Department of),Digital Age Learning,Money,"$444,603.00"
2022,Education (Department of),Digital Promise,Money,"$3,493,563.00"
2022,Education (Department of),Dist.46 Teaching Fellows,Money,"$11,277,230.00"
2022,Education (Department of),DOHMH,Money,"$20,631,036.00"
2022,Education (Department of),"DORMITORY AUTHORITY OF THE STATE OF
NEW YORK (“DASNY”)",Money,"$375,000.00"
2022,Education (Department of),DORMITORY AUTHORITY OF THE STATE OF NEW YORK,Money,"$250,000.00"
2022,Education (Department of),Dormitory Authority SNY,Money,"$750,000.00"
2022,Education (Department of),DSA Phase,Money,"$21,822.00"
2022,Education (Department of),DSNY (intra-city),Money,"$20,000.00"
2022,Education (Department of),East Side Middle School Parent Teacher Assoc.,Money,"$65,000.00"
2022,Education (Department of),East Side School for Social Action PTA,Money,"$100,000.00"
2022,Education (Department of),Education Development Center,Money,"$307,333.00"
2022,Education (Department of),Education Development Center (EDC),Money,"$278,911.00"
2022,Education (Department of),Education Development Center Inc.,Money,"$278,911.00"
2022,Education (Department of),"Education Development Center, Inc.",Money,"$74,417.00"
2022,Education (Department of),"ELEANOR ROOSEVELT HIGH SCHOOL
PARENT TEACHER ASSOCIATION, INC.",Money,"$130,000.00"
2022,Education (Department of),Elias Bernstein Intermediate School 7,Money,"$19,800.00"
2022,Education (Department of),Emerson College,Money,"$10,000.00"
2022,Education (Department of),Equal Opportunity Schools,Money,"$12,415.00"
2022,Education (Department of),Eskolta,Money,"$23,989.99"
2022,Education (Department of),Eskolta School Research & Design,Money,"$6,500.00"
2022,Education (Department of),Eskolta School Research and Design,Money,"$13,255.93"
2022,Education (Department of),"Eskolta School Research and Design, Inc.",Money,"$267,761.14"
2022,Education (Department of),Eucalyptus Foundation,Money,"$79,853.00"
2022,Education (Department of),FACE Foundation,Money,"$18,500.00"
2022,Education (Department of),Flag Foundation,Money,"$122,073.00"
2022,Education (Department of),Friends and Family of PS11,Money,"$300,000.00"
2022,Education (Department of),FRIENDS of PS 166 Inc,Money,"$256,000.00"
2022,Education (Department of),"Friends of PS 166, Inc.",Money,"$403,000.00"
2022,Education (Department of),Friends of the Highline,Money,"$30,000.00"
2022,Education (Department of),Friends of the Salk School of Science,Money,"$174,654.65"
2022,Education (Department of),GAP,Money,"$15,000.00"
2022,Education (Department of),Gates Foundation,Money,"$12,153,113.00"
2022,Education (Department of),General School Fund,Money,"$503,060.00"
2022,Education (Department of),"Global Writes, Inc.",Money,"$180,000.00"
2022,Education (Department of),Gray Foundation,Money,"$140,000.00"
2022,Education (Department of),Hayden Foundation,Money,"$268,692.00"
2022,Education (Department of),Heckscher Foundation,Money,"$99,281.00"
2022,Education (Department of),Heckscher Foundation Pride Grant,Money,"$9,500.00"
2022,Education (Department of),Here to Here,Money,"$452,686.00"
2022,Education (Department of),Illuminate,Money,"$1,231,875.00"
2022,Education (Department of),ING Financial,Money,"$16,800.00"
2022,Education (Department of),IS/PS 234 PTA,Money,"$176,000.00"
2022,Education (Department of),Italian American Committee on Education,Money,"$122,196.00"
2022,Education (Department of),Italian American Fdtn,Money,"$43,000.00"
2022,Education (Department of),JF Maddox Foundation,Money,"$12,000.00"
2022,Education (Department of),JFK International,Money,"$24,500.00"
2022,Education (Department of),Joy of Giving Something,Money,"$11,939.00"
2022,Education (Department of),JROTC,Money,"$656,475.19"
2022,Education (Department of),JROTC Program,Money,"$59,985.00"
2022,Education (Department of),Justice Resource Center Inc,Money,"$49,000.00"
2022,Education (Department of),Justice Resource Center inc.,Money,"$80,000.00"
2022,Education (Department of),"Kia America, Inc.",Money,"$99,667.00"
2022,Education (Department of),Kids Be Free,Money,"$16,148.00"
2022,Education (Department of),KIDS Can Free,Money,"$8,852.00"
2022,Education (Department of),KPMG,Money,"$10,000.00"
2022,Education (Department of),Lincoln Fund/Raymond James,Money,"$26,917.00"
2022,Education (Department of),Marble Collegiate Church,Money,"$19,923.00"
2022,Education (Department of),Mathematica,Money,"$16,250.00"
2022,Education (Department of),Matisse Foundation,Money,"$3,225,029.00"
2022,Education (Department of),Miscellaneous Facilities Project Revenue,Money,"$650,190.00"
2022,Education (Department of),MNS PTA Inc,Money,"$360,000.00"
2022,Education (Department of),"MNS PTA, Inc.",Money,"$60,000.00"
2022,Education (Department of),Morgan Stanley,Money,"$29,388.00"
2022,Education (Department of),MS 255 Salk School of Science PTA,Money,"$50,685.73"
2022,Education (Department of),MS54 PTA,Money,"$150,000.00"
2022,Education (Department of),Muscota Parents Association Inc,Money,"$15,000.00"
2022,Education (Department of),My Brother's Keeper FCEP,Money,"$100,000.00"
2022,Education (Department of),MY BROTHER'S KEEPER-FAM & COM/FCEP,Money,"$100,000.00"
2022,Education (Department of),National Art Education Association (NAEA),Money,"$1,132,388.00"
2022,Education (Department of),National Center for Civic Innovation,Money,"$6,793.00"
2022,Education (Department of),National Endowment for the Arts,Money,"$40,000.00"
2022,Education (Department of),NEST+M PTA,Money,"$577,000.00"
2022,Education (Department of),"New Explorations into Science, Technology and Math High School PTA",Money,"$1,090,000.00"
2022,Education (Department of),New School Venture Fund,Money,"$670,000.00"
2022,Education (Department of),New School Venture Fund Grant,Money,"$81,250.00"
2022,Education (Department of),New Schools Venture Fund,Money,"$331,662.00"
2022,Education (Department of),New Visions,Money,"$231,942.43"
2022,Education (Department of),New Visions Charter HS for the Humanities III,Money,"$22,230.98"
2022,Education (Department of),New Visions for Public School,Money,"$90,000.00"
2022,Education (Department of),New Visions for Public Schools,Money,"$558,333.59"
2022,Education (Department of),New Visions for Public Schools - NSI Gates,Money,"$15,000.00"
2022,Education (Department of),new Visions NSI Gates,Money,"$10,000.00"
2022,Education (Department of),New York Comm. Trust,Money,"$277,288.00"
2022,Education (Department of),New York Life,Money,"$117,500.00"
2022,Education (Department of),New York Life Foundation,Money,"$84,500.00"
2022,Education (Department of),"New York State and Municipal Facilities Program
(“SAM”)",Money,"$125,000.00"
2022,Education (Department of),New York State and Municipal Facilities Program(“SAM”),Money,"$750,000.00"
2022,Education (Department of),New York State Ed,Money,"$47,844,396.00"
2022,Education (Department of),New York State Education Department,Money,"$199,868.00"
2022,Education (Department of),New York State Education Department (NYSED),Money,"$10,133.00"
2022,Education (Department of),New York State Office of Children and Family Services,Money,"$680,000.00"
2022,Education (Department of),"New York State Parks, Recreation & Historic Preservation",Money,"$9,163.70"
2022,Education (Department of),New York State Senate,Money,"$230,000.00"
2022,Education (Department of),NSVF,Money,"$115,435.00"
2022,Education (Department of),NVPS,Money,"$425,280.00"
2022,Education (Department of),NVPS Operating,Money,"$268,018.36"
2022,Education (Department of),NWEA,Money,"$20,000.00"
2022,Education (Department of),NY Business Development Corporation,Money,"$5,300.00"
2022,Education (Department of),NY Life Foundation,Money,"$16,000.00"
2022,Education (Department of),NY State Education Department,Money,"$300,000.00"
2022,Education (Department of),NYC Dept of Education PS 42 General School Fund Account,Money,"$876,795.00"
2022,Education (Department of),NYC Dept of Education PS42 General School Fund Account,Money,"$395,700.00"
2022,Education (Department of),NYC Dept of Education The Clove Valley School PS35 General School Fund,Money,"$179,347.00"
2022,Education (Department of),"NYC Dept. of Education - PS 26R
General School Fund",Money,"$180,282.00"
2022,Education (Department of),NYC DOE Little Brooklyn Pre-K Center 15KP15,Money,"$372,322.00"
2022,Education (Department of),NYC Mentoring - various,Money,"$64,000.00"
2022,Education (Department of),NYS Assembly,Money,"$7,768,000.00"
2022,Education (Department of),NYS DEPARTMENT OF EDUCATION,Money,"$1,158,113.00"
2022,Education (Department of),NYS Dormitory Authority,Money,"$125,000.00"
2022,Education (Department of),NYS EDAP,Money,"$200,000.00"
2022,Education (Department of),NYS Education Department,Money,"$1,640,946.00"
2022,Education (Department of),NYS Education Department (NYSED),Money,"$769,272.00"
2022,Education (Department of),NYS Office for People with Developmental Disabilities,Money,"$11,688.00"
2022,Education (Department of),NYS Senate,Money,"$830,000.00"
2022,Education (Department of),NYSED,Money,"$255,559,083.00"
2022,Education (Department of),NYSED (New York State Education Department),Money,"$1,496,180.00"
2022,Education (Department of),"NYSED, New York State Education Department",Money,"$175,883.00"
2022,Education (Department of),NYU,Money,"$7,773.12"
2022,Education (Department of),Operative Cake Corp.,Money,"$1,559,480.11"
2022,Education (Department of),P.S. 084 Lillian Weber PTA,Money,"$176,000.00"
2022,Education (Department of),P.S. 77 Lower Lab School PTA,Money,"$516,800.00"
2022,Education (Department of),P.S.006 Lillie D. Blake PTA,Money,"$860,000.00"
2022,Education (Department of),P.S/I.S 276 Parent-Teacher Association Inc.,Money,"$750,000.00"
2022,Education (Department of),Parent Association of the Clinton School for Writers & Artist,Money,"$20,000.00"
2022,Education (Department of),Parent donations,Money,"$57,000.00"
2022,Education (Department of),PARENT TEACHER ASSOCIATION OF PS 41,Money,"$75,000.00"
2022,Education (Department of),"Parent Teacher Association of PS 452, Inc.",Money,"$29,000.00"
2022,Education (Department of),Parent Teacher Association of PS 9,Money,"$25,000.00"
2022,Education (Department of),Parent Teacher Organization of the Neighborhood School,Money,"$105,400.00"
2022,Education (Department of),Parent-Teacher Association of PS/MS 278,Money,"$23,800.00"
2022,Education (Department of),Parents and Teachers Association Inc PS 89 PTA,Money,"$150,000.00"
2022,Education (Department of),"PARENTS OF P.S. 334, INC. THE ANDERSON SCHOOL",Money,"$944,000.00"
2022,Education (Department of),"Parents' Association of P.S. 145M, Inc.",Money,"$90,000.00"
2022,Education (Department of),Paul Simon Family Foundation,Money,"$431,665.00"
2022,Education (Department of),Paulo Intermediate School 75 General Fund,Money,"$71,927.60"
2022,Education (Department of),Payless Shoes,Money,"$10,000.00"
2022,Education (Department of),Peck Slip School PTA Inc.,Money,"$30,000.00"
2022,Education (Department of),Price Trust,Money,"$45,000.00"
2022,Education (Department of),Project Lead the Way,Money,"$7,500.00"
2022,Education (Department of),"Project Lead the Way, Inc.",Money,"$25,000.00"
2022,Education (Department of),"PS 118 After School Program, Inc. (PTA organization as a 501 (c)3 Organization)",Money,"$21,535.26"
2022,Education (Department of),PS 124 Parent Teacher Association,Money,"$9,538.10"
2022,Education (Department of),PS 146M - OTPS (2902) - various,Money,"$24,766.00"
2022,Education (Department of),PS 150 PTA,Money,"$125,000.00"
2022,Education (Department of),PS 150 PTA Inc,Money,"$125,000.00"
2022,Education (Department of),PS 158 Parents Association,Money,"$148,000.00"
2022,Education (Department of),PS 172 Beacon of Excellence,Money,"$40,000.00"
2022,Education (Department of),PS 183 PARENTS TEACHERS,Money,"$150,000.00"
2022,Education (Department of),PS 183 PTA,Money,"$160,000.00"
2022,Education (Department of),PS 185 General School Fund,Money,"$90,000.00"
2022,Education (Department of),PS 198 PTA,Money,"$58,158.00"
2022,Education (Department of),Ps 23 After School Care Program,Money,"$405,000.00"
2022,Education (Department of),PS 234 PTA,Money,"$857,063.00"
2022,Education (Department of),PS 26 General School Fund,Money,"$66,265.00"
2022,Education (Department of),PS 3 General School Fund account,Money,"$225,000.00"
2022,Education (Department of),PS 340 Parent Teacher Association Inc,Money,"$174,920.00"
2022,Education (Department of),PS 4 General School Fund,Money,"$77,000.00"
2022,Education (Department of),PS 42 General School Fund Account,Money,"$183,170.00"
2022,Education (Department of),PS 5 General School Fund & Lunch Account,Money,"$24,650.00"
2022,Education (Department of),PS 50 General School Fund,Money,"$1,068,055.00"
2022,Education (Department of),PS 51 Parent Teacher Association,Money,"$17,500.74"
2022,Education (Department of),PS 51 PTA,Money,"$23,663.58"
2022,Education (Department of),PS 527 Eastside School for Social Action,Money,"$100,000.00"
2022,Education (Department of),PS 527 PTA INC,Money,"$51,880.00"
2022,Education (Department of),"PS 527 PTA, INC.",Money,"$232,814.00"
2022,Education (Department of),PS 52M - OTPS & Per session - various,Money,"$50,000.00"
2022,Education (Department of),PS 53 Student Fund Account,Money,"$229,573.00"
2022,Education (Department of),PS 58 General School Fund,Money,"$118,200.00"
2022,Education (Department of),PS 58 General School Fund Account,Money,"$425,285.00"
2022,Education (Department of),PS 6 School Fund,Money,"$66,895.42"
2022,Education (Department of),PS 68 General School Fund,Money,"$23,182.00"
2022,Education (Department of),PS 87 Parent Teacher Association,Money,"$355,000.00"
2022,Education (Department of),PS 89 Parent & Teacher Association Inc,Money,"$310,000.00"
2022,Education (Department of),PS 9 PTA,Money,"$1,771,874.00"
2022,Education (Department of),"PS-IS 187 Hudson Cliffs Parents Organization, Inc.",Money,"$10,000.00"
2022,Education (Department of),PS-IS 187 Parents Organization (PTO),Money,"$56,332.32"
2022,Education (Department of),PS/IS 104 GSF,Money,"$8,230.00"
2022,Education (Department of),PS/IS 276 Parent Teacher Association Inc,Money,"$425,000.00"
2022,Education (Department of),PS033M Chelsea Prep PTA Inc,Money,"$175,082.12"
2022,Education (Department of),PS53 Student Fund Account,Money,"$782,945.70"
2022,Education (Department of),PS6 PTA,Money,"$860,000.00"
2022,Education (Department of),PS69R General School Fund Acct,Money,"$142,000.00"
2022,Education (Department of),PTA,Money,"$2,071,843.96"
2022,Education (Department of),PTA 02M089,Money,"$125,000.00"
2022,Education (Department of),PTA 24q194,Money,"$15,000.00"
2022,Education (Department of),PTA Battery Park City School,Money,"$420,000.00"
2022,Education (Department of),"PTA for the High School for Mathematics, Science and Engineering at City College",Money,"$30,000.00"
2022,Education (Department of),PTA New York Congress MS104,Money,"$68,309.00"
2022,Education (Department of),PTA of HS for Math Science & Engineering,Money,"$46,350.00"
2022,Education (Department of),"PTA of P.S. 40 Manhattan, Inc",Money,"$80,000.00"
2022,Education (Department of),"PTA of P.S. 40 Manhattan, Inc.",Money,"$100,000.00"
2022,Education (Department of),PTA of PS 199,Money,"$280,032.00"
2022,Education (Department of),PTA of PS 40 Manhattan Inc,Money,"$536,000.00"
2022,Education (Department of),PTA of PS 5 CORP,Money,"$57,760.00"
2022,Education (Department of),PTA of PS199,Money,"$425,446.00"
2022,Education (Department of),PTA of the Neighborhood School,Money,"$30,998.00"
2022,Education (Department of),PTA P.S. 183 Robert L. Stevenson,Money,"$125,000.00"
2022,Education (Department of),PTA PS 59,Money,"$228,000.00"
2022,Education (Department of),PTA PS 77 Lower Lab School,Money,"$277,100.00"
2022,Education (Department of),PTO,Money,"$6,000.00"
2022,Education (Department of),Public School 60,Money,"$427,000.00"
2022,Education (Department of),Puerto Rican Family Institute,Money,"$15,750.00"
2022,Education (Department of),Qatar Foundatino,Money,"$74,176.00"
2022,Education (Department of),Qatar Foundation,Money,"$439,474.00"
2022,Education (Department of),Rene Plessnar Assoc.,Money,"$48,910.00"
2022,Education (Department of),Rockefeller Philanthropy Advisors,Money,"$15,000.00"
2022,Education (Department of),Rockefeller Philanthropy Advisors USA,Money,"$8,000.00"
2022,Education (Department of),Rosenshein,Money,"$15,267.00"
2022,Education (Department of),ROTC,Money,"$281,983.62"
2022,Education (Department of),SAM,Money,"$250,000.00"
2022,Education (Department of),Sassafrass Foundation,Money,"$50,000.00"
2022,Education (Department of),Scholarship America,Money,"$50,000.00"
2022,Education (Department of),school,Money,"$103,951.50"
2022,Education (Department of),School Community Council The John Melser Charrette School PS 3,Money,"$271,867.20"
2022,Education (Department of),School Community Council The John Melser Harrette School PS 3,Money,"$138,073.00"
2022,Education (Department of),school fund,Money,"$73,000.00"
2022,Education (Department of),school funds,Money,"$491,619.50"
2022,Education (Department of),school GSF,Money,"$45,417.00"
2022,Education (Department of),School of American Ballet,Money,"$50,810.00"
2022,Education (Department of),SED,Money,"$5,001,687.00"
2022,Education (Department of),Segno Foundation,Money,"$12,000.00"
2022,Education (Department of),SEL IN ACTION,Money,"$30,000.00"
2022,Education (Department of),Sophie Gerson,Money,"$48,618.00"
2022,Education (Department of),Student Learning Network,Money,"$28,603.00"
2022,Education (Department of),Stuyvesant High School - General School Fund,Money,"$45,000.00"
2022,Education (Department of),Stuyvesant High School General School Fund,Money,"$25,000.00"
2022,Education (Department of),Talented and Gifted School for Young Scholars Parent Teacher Association,Money,"$115,000.00"
2022,Education (Department of),Teachers College,Money,"$1,988,820.00"
2022,Education (Department of),Teaching Lab,Money,"$469,136.00"
2022,Education (Department of),Teaching Matters,Money,"$491,049.00"
2022,Education (Department of),The Center School PTA,Money,"$65,286.00"
2022,Education (Department of),The City of New York Department of Education PS 50 General School Fund,Money,"$38,500.00"
2022,Education (Department of),"The City of NY Department of Education
PS 4-General School Fund",Money,"$40,000.00"
2022,Education (Department of),The City of NY Department of Education Totten Intermediate School,Money,"$15,000.00"
2022,Education (Department of),The City of NY Dept of Educ PS 50 Genl Sch Fund,Money,"$60,000.00"
2022,Education (Department of),The Community Foundation of Middle Tennessee,Money,"$6,357.00"
2022,Education (Department of),The Fund for P.S. 84 Inc.,Money,"$174,000.00"
2022,Education (Department of),The Lower Lab School Parent Association Inc,Money,"$321,764.56"
2022,Education (Department of),THE LOWER LAB SCHOOL PTA INC,Money,"$599,836.00"
2022,Education (Department of),The NEA Foundation,Money,"$12,025.00"
